lcs,lcs2,ngd,jacpos,cospos,lev1,euc,FFF,cos2,cos,cos1,jac2,jac,f2,sizediff,dis,l1,l2,lsa,sim
0.5,0.5,0.666666667,0.5,0.88949918,3,1,FALSE,0,0.577350269,0.577350269,0.6,0.6,384647,1,1,TRUE,TRUE,0.846543373,yes
0.5,0.666666667,0.40824829,0.75,0.77151675,3,0.75,FALSE,0,0.577350269,0.577350269,0.6,0.6,4096577,0,1,TRUE,FALSE,0.52483128,no
0.857142857,0.571428571,0.857142857,0.25,0.923076923,2,0.142857143,FALSE,0,0.857142857,0.857142857,0.25,0.25,481069,0,0,TRUE,TRUE,0.994453295,yes
1,0.6,1,0,1,0,0,FALSE,0,1,1,0,0,4096576,0,0,TRUE,TRUE,1,yes
0.8,1,0.866025404,0.25,0.774596669,1,0.2,TRUE,1,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.761668076,no
0.285714286,0.25,0.471404521,0.714285714,0.806751175,7,1,FALSE,0,0.377964473,0.377964473,0.777777778,0.777777778,483112,0,3,TRUE,TRUE,0.793480931,no
0.666666667,0.666666667,0.5,0.666666667,0.857142857,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,575100,0,0,FALSE,TRUE,0.944042177,no
0.166666667,0.333333333,0.516397779,0.666666667,0.707106781,7,0.833333333,FALSE,0,0.23570226,0.471404521,0.714285714,0.875,582761,0,3,FALSE,FALSE,0.475683517,no
0.333333333,0.5,0.40824829,0.75,0.730296743,3,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,1834489,0,1,TRUE,FALSE,0.831853429,no
0.8,1,0.866025404,0.25,0.866025404,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.995329474,no
0,0.5,0,1,0.416025147,15,1,FALSE,0,0,0,1,1,168547,0,7,FALSE,FALSE,-0.003187014,no
0.6,0.5,0.866025404,0.25,0.966091783,3,0.6,FALSE,0,0.670820393,0.894427191,0.2,0.5,4096576,0,1,TRUE,FALSE,0.99482815,no
0.75,0.5,0,1,0.801783726,1,0.75,FALSE,0,0.866025404,0.866025404,0.25,0.25,4097037,0,1,TRUE,TRUE,0.819773888,yes
0.6,0.666666667,0.707106781,0.5,0.792593924,2,0.4,FALSE,0,0.774596669,0.774596669,0.4,0.4,4096576,0,2,FALSE,FALSE,0.695975885,no
1,1,1,0,1,0,0,FALSE,0,1,1,0,0,4096576,0,0,TRUE,TRUE,1,yes
0.6,0.4,0.577350269,0.6,0.801783726,3,0.8,FALSE,0,0.670820393,0.670820393,0.5,0.5,2153552,0,1,TRUE,TRUE,0.895872432,yes
0.666666667,0.375,0.6172134,0.555555556,0.866921447,5,0.888888889,TRUE,0,0.707106781,0.824957911,0.3,0.454545455,91559,0,1,FALSE,TRUE,0.949437822,yes
0.25,0.5,0.666666667,0.5,0.762770071,6,0.75,FALSE,0,0.25,0.5,0.666666667,0.857142857,961487,1,0,TRUE,FALSE,0.763690064,no
0.75,0.75,0.40824829,0.75,0.935414347,1,0.75,FALSE,0,0.866025404,0.866025404,0.25,0.25,99259,0,1,TRUE,TRUE,0.766738728,yes
0.285714286,0.571428571,0.23570226,0.875,0.585017939,7,0.714285714,FALSE,0,0.377964473,0.377964473,0.777777778,0.777777778,4097038,0,3,FALSE,FALSE,0.452086859,yes
0.75,0.5,0.75,0.4,0.824957911,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,467636,0,0,TRUE,TRUE,0.907367406,yes
0,0.25,0.333333333,0.8,0.723627227,8,1,FALSE,0,0,0.25,0.857142857,1,4097039,3,0,FALSE,FALSE,0.097452071,no
0.8,0.5,0.866025404,0.25,0.934198733,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.99933662,no
0.4,0.333333333,0.353553391,0.8,0.596284794,4,0.6,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,103275,0,2,FALSE,FALSE,0.987224433,no
0,0.333333333,0,1,0.25819889,7,1,FALSE,0,0,0.577350269,0.6,1,4097040,1,1,FALSE,FALSE,0.906339607,no
0.25,0.5,0,1,0.400891863,6,0.75,FALSE,0,0.25,0.25,0.857142857,0.857142857,32435,0,0,FALSE,FALSE,0.323172223,no
0.333333333,0.5,0.577350269,0.6,0.745355992,6,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,627527,1,2,TRUE,TRUE,0.725401006,no
0.6,0.25,0.516397779,0.666666667,0.83624201,3,1,FALSE,0,0.670820393,0.670820393,0.5,0.5,4097041,1,1,TRUE,TRUE,0.856151441,yes
0.6,0.75,0.577350269,0.6,0.801783726,3,0.8,FALSE,1,0.670820393,0.670820393,0.5,0.5,4096577,0,1,TRUE,TRUE,0.831251355,yes
0,0.5,0,1,0.288675135,8,1,FALSE,0,0,0,1,1,4097042,3,0,FALSE,FALSE,-0.00359215,no
0,0.5,0,1,0.5,5,1,FALSE,0,0,0,1,1,176629,1,1,FALSE,FALSE,-0.007413969,no
0,0.666666667,0.288675135,0.833333333,0.544331054,8,1,FALSE,0,0,0.25819889,0.857142857,1,1970342,3,2,FALSE,FALSE,0.499823781,no
0.75,0.25,0.75,0.4,0.866025404,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,544725,0,0,FALSE,TRUE,0.900792564,no
0.8,0.5,0.866025404,0.25,0.912870929,1,0.6,FALSE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,TRUE,TRUE,0.9964684,no
0.5,0.5,0.333333333,0.8,0.717137166,4,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,4096580,0,0,TRUE,FALSE,0.670242234,yes
0.5,0.3,0.629940788,0.545454545,0.852492924,8,1,FALSE,0,0.559016994,0.670820393,0.5,0.615384615,747761,0,2,TRUE,FALSE,0.790407481,yes
0.25,0.333333333,0.666666667,0.5,0.859337849,5,1,FALSE,0,0.288675135,0.577350269,0.6,0.833333333,176317,1,1,TRUE,FALSE,0.802208193,yes
0.666666667,0.5,0.774596669,0.4,0.852802865,2,0.333333333,TRUE,0,0.816496581,0.816496581,0.333333333,0.333333333,4096576,0,2,FALSE,FALSE,0.71061774,no
0.2,0.2,0.40824829,0.75,0.525225731,7,1,FALSE,0,0.223606798,0.670820393,0.5,0.875,288052,0,1,TRUE,FALSE,0.854750897,yes
0.4,0.2,0.5,0.666666667,0.752617809,5,1,FALSE,0,0.447213595,0.670820393,0.5,0.714285714,1590893,1,1,TRUE,FALSE,0.6630738,yes
0.2,0.2,0,1,0.492365964,6,1,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,176622,3,2,TRUE,FALSE,0.044841304,no
0.571428571,0.571428571,0.5,0.666666667,0.839254327,5,0.857142857,FALSE,0,0.6172134,0.6172134,0.555555556,0.555555556,1695088,0,1,TRUE,TRUE,0.727571363,yes
0.5,0.6,0.670820393,0.5,0.737864787,5,1,FALSE,1,0.547722558,0.730296743,0.428571429,0.625,514829,1,1,TRUE,TRUE,0.960182983,yes
0.666666667,0.5,0.816496581,0.333333333,0.905821627,1,0.333333333,TRUE,0,0.816496581,0.816496581,0.333333333,0.333333333,2156625,0,1,FALSE,FALSE,0.99734095,no
0.666666667,0.4,0.730296743,0.428571429,0.897085227,3,1,FALSE,0,0.730296743,0.730296743,0.428571429,0.428571429,479958,0,1,TRUE,TRUE,0.701037283,no
0.5,0.5,0.707106781,0.5,0.790569415,2,0.75,FALSE,0,0.707106781,0.707106781,0.5,0.5,511690,0,2,TRUE,FALSE,0.827375442,no
0.8,0.4,0.8,0.333333333,0.916666667,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,2158835,0,0,TRUE,TRUE,0.916300276,no
0,0.333333333,0,1,0.216930458,10,1,FALSE,0,0,0,1,1,1329819,2,4,FALSE,FALSE,-0.014801921,no
0.25,0.5,0.333333333,0.8,0.629940788,5,1,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,2159695,1,1,TRUE,FALSE,0.710294456,no
0.333333333,0.5,0.577350269,0.6,0.714434508,6,0.666666667,FALSE,0,0.40824829,0.612372436,0.571428571,0.75,64855,1,2,FALSE,FALSE,0.690433614,no
0.285714286,1,0.516397779,0.666666667,0.516397779,6,1,FALSE,1,0.43643578,0.43643578,0.75,0.75,287906,3,4,TRUE,TRUE,0.586921137,no
0.2,0.666666667,0.25819889,0.857142857,0.544331054,6,1,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,913409,0,2,TRUE,FALSE,0.624570167,no
0.8,0.5,0.866025404,0.25,0.883883476,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.750356173,no
0.6,0.6,0.577350269,0.6,0.75,3,0.4,FALSE,0,0.670820393,0.670820393,0.5,0.5,4096576,0,1,FALSE,FALSE,0.826328616,no
0.5,0.333333333,0.612372436,0.571428571,0.867527617,4,0.5,FALSE,0,0.612372436,0.612372436,0.571428571,0.571428571,4096649,0,2,FALSE,FALSE,0.749824081,no
0.2,0.5,0.40824829,0.75,0.674199862,5,1,FALSE,0,0.316227766,0.316227766,0.833333333,0.833333333,766760,0,3,TRUE,FALSE,0.538089344,no
0.8,0.8,0.5,0.666666667,0.777777778,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,287550,0,0,FALSE,TRUE,0.99819928,no
0.4,0.8,0.670820393,0.5,0.668153105,6,0.6,FALSE,0,0.4,0.6,0.571428571,0.75,574862,1,0,TRUE,TRUE,0.706737176,yes
0.75,0.5,0.75,0.4,0.875,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,895050,0,0,FALSE,TRUE,0.995325403,yes
1,0.666666667,1,0,1,0,0,FALSE,1,1,1,0,0,1079325,0,0,TRUE,TRUE,1,yes
0.5,0.75,0.666666667,0.5,0.801783726,3,1,FALSE,0,0.577350269,0.577350269,0.6,0.6,364407,1,1,TRUE,TRUE,0.793410499,yes
0.333333333,0.666666667,0.75,0.4,0.686406473,7,1,FALSE,0,0.365148372,0.730296743,0.428571429,0.777777778,97235,0,1,TRUE,TRUE,0.832686892,yes
0.75,0.666666667,0.816496581,0.333333333,0.866025404,1,0.5,FALSE,0,0.866025404,0.866025404,0.25,0.25,4096576,0,1,TRUE,FALSE,0.720007552,no
0.444444444,0.428571429,0.547722558,0.625,0.838525492,6,0.777777778,FALSE,0,0.629940788,0.755928946,0.4,0.545454545,4097043,0,2,FALSE,FALSE,0.687212896,yes
0,0.6,0,1,0.377964473,13,1,FALSE,0,0,0,1,1,734887,1,3,FALSE,FALSE,0.003076249,no
0.166666667,1,0.25819889,0.857142857,0.404061018,7,1,FALSE,0,0.23570226,0.23570226,0.875,0.875,1627680,2,3,TRUE,FALSE,0.556879646,no
0.333333333,0.666666667,0.288675135,0.833333333,0.629940788,4,0.666666667,FALSE,0,0.333333333,0.333333333,0.8,0.8,103227,3,0,TRUE,FALSE,0.268533214,no
0.333333333,0.333333333,0.40824829,0.75,0.733799386,4,1,FALSE,0,0.333333333,0.333333333,0.8,0.8,176248,1,0,FALSE,FALSE,0.772960837,no
0.285714286,0.428571429,0.447213595,0.714285714,0.554700196,8,1,FALSE,0,0.338061702,0.338061702,0.8,0.8,4096669,2,2,FALSE,FALSE,0.334587019,no
0.6,0.6,0.75,0.4,0.866025404,4,0.6,FALSE,0,0.6,0.8,0.333333333,0.571428571,4096576,0,0,FALSE,FALSE,0.591199152,no
0.5,0.333333333,0.288675135,0.833333333,0.75,4,0.833333333,TRUE,0,0.612372436,0.816496581,0.333333333,0.571428571,4097044,0,2,FALSE,TRUE,0.91896357,yes
0.285714286,0.571428571,0.2,0.888888889,0.385694608,10,0.714285714,FALSE,0,0.285714286,0.428571429,0.727272727,0.833333333,1975804,0,0,FALSE,FALSE,0.680602726,no
0.25,0.5,0.353553391,0.8,0.632455532,4,1,FALSE,0,0.353553391,0.353553391,0.8,0.8,187871,0,2,TRUE,FALSE,0.188959298,no
0.6,0.75,0.577350269,0.6,0.680413817,3,0.4,FALSE,0,0.670820393,0.670820393,0.5,0.5,4096596,0,1,FALSE,FALSE,0.6319129,no
0.428571429,0.857142857,0.5,0.666666667,0.527046277,8,0.571428571,FALSE,0,0.428571429,0.428571429,0.727272727,0.727272727,4097045,1,0,TRUE,TRUE,0.768373748,no
0.625,0.625,0.547722558,0.625,0.70064905,5,0.875,FALSE,1,0.668153105,0.668153105,0.5,0.5,2162904,0,1,TRUE,TRUE,0.889551094,no
0,0.6,0,1,0.246182982,9,1,FALSE,0,0,0,1,1,33655,3,1,FALSE,FALSE,0.000979344,no
0,0.6,0,1,0.333333333,13,1,FALSE,0,0,0,1,1,97294,3,3,FALSE,FALSE,0.011313162,no
0.222222222,0.4,0.353553391,0.8,0.642539604,10,1,FALSE,0,0.298142397,0.298142397,0.833333333,0.833333333,180223,3,4,FALSE,FALSE,0.013282279,no
0.666666667,0.333333333,0.5,0.666666667,0.833333333,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,522406,0,0,TRUE,FALSE,0.587135046,no
0.285714286,0.571428571,0.223606798,0.875,0.521749195,8,0.714285714,FALSE,0,0.338061702,0.676123404,0.5,0.8,140036,0,2,FALSE,FALSE,0.851282213,yes
0,1,0.666666667,0.5,0.478091444,8,1,FALSE,0,0,0.5,0.666666667,1,4097046,3,0,FALSE,FALSE,0.843794569,no
0.75,0.75,0.75,0.4,0.875,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096756,0,0,TRUE,FALSE,0.999093619,no
0.2,0.6,0.333333333,0.8,0.727272727,7,0.8,FALSE,0,0.223606798,0.447213595,0.714285714,0.875,176125,1,1,FALSE,FALSE,0.778330331,no
0.5,0.5,0.333333333,0.8,0.6172134,4,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,184428,0,0,FALSE,TRUE,0.691822219,no
0.166666667,0.8,0,1,0.314485451,9,0.833333333,FALSE,0,0.182574186,0.182574186,0.9,0.9,92107,0,1,FALSE,FALSE,0.213232436,no
0,0.5,0,1,0.565685425,5,1,FALSE,0,0,0,1,1,851075,0,1,FALSE,FALSE,0.00904428,no
0.4,0.666666667,0.353553391,0.8,0.693687976,4,0.6,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,176175,0,2,FALSE,FALSE,0.777252158,no
0.166666667,0.333333333,0.204124145,0.888888889,0.55,10,1,FALSE,0,0.166666667,0.166666667,0.909090909,0.909090909,103499,3,0,FALSE,FALSE,0.287549446,no
0.333333333,0.666666667,0.666666667,0.5,0.857142857,4,0.666666667,FALSE,0,0.333333333,0.666666667,0.5,0.8,435340,0,0,FALSE,FALSE,0.802094489,no
0.5,0.666666667,0.40824829,0.75,0.680413817,3,0.5,FALSE,0,0.577350269,0.577350269,0.6,0.6,4097047,0,1,FALSE,FALSE,0.910513842,no
0.333333333,0.5,0.40824829,0.75,0.730296743,3,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,435905,0,1,TRUE,FALSE,0.686050842,no
0.25,0.5,0.666666667,0.5,0.821583836,5,1,FALSE,0,0.288675135,0.577350269,0.6,0.833333333,1783231,1,1,TRUE,FALSE,0.832670291,yes
0.25,0.75,0,1,0.53935989,4,1,FALSE,0,0.353553391,0.353553391,0.8,0.8,4096761,3,2,TRUE,FALSE,0.556956441,no
0.142857143,0.666666667,0,1,0.521749195,8,0.857142857,FALSE,0,0.21821789,0.21821789,0.888888889,0.888888889,64855,1,4,FALSE,FALSE,0.110684588,no
0.555555556,0.5,0.547722558,0.625,0.8229512,6,0.444444444,FALSE,0,0.639602149,0.639602149,0.636363636,0.636363636,1182376,0,1,FALSE,FALSE,0.760923754,no
0.25,0.5,0.333333333,0.8,0.597614305,5,0.75,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,6155,0,1,FALSE,FALSE,0.455597539,no
0.4,0.6,0.288675135,0.833333333,0.668153105,5,1,FALSE,0,0.447213595,0.447213595,0.714285714,0.714285714,46402,0,1,TRUE,FALSE,0.920517066,no
0.5,0.25,0.5,0.666666667,0.707106781,4,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,93150,0,0,FALSE,FALSE,0.795319071,yes
0.2,0.6,0.223606798,0.875,0.485362672,8,0.8,FALSE,0,0.2,0.4,0.75,0.888888889,556801,3,0,FALSE,FALSE,0.331927495,no
0.75,0.666666667,0.816496581,0.333333333,0.872871561,1,0.5,FALSE,0,0.866025404,0.866025404,0.25,0.25,4096576,0,1,TRUE,FALSE,0.868745032,no
0.6,0.4,0.75,0.4,0.87038828,3,1,FALSE,0,0.670820393,0.670820393,0.5,0.5,2068544,3,1,TRUE,TRUE,0.756744993,yes
0.2,0.6,0.40824829,0.75,0.424264069,6,0.8,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,4096972,3,2,FALSE,FALSE,0.054485482,no
0.428571429,0.666666667,0.577350269,0.666666667,0.737864787,4,0.714285714,FALSE,0,0.654653671,0.654653671,0.571428571,0.571428571,4096576,0,4,TRUE,FALSE,0.488632095,no
0.333333333,0.444444444,0.338061702,0.8,0.522036898,8,0.666666667,FALSE,0,0.447213595,0.447213595,0.727272727,0.727272727,140632,0,4,FALSE,FALSE,0.801327082,yes
0.6,0.5,0.866025404,0.25,0.882522608,3,0.4,TRUE,0,0.670820393,0.894427191,0.2,0.5,4096576,0,1,FALSE,FALSE,0.957018923,no
0.25,0.25,0,1,0.783349452,5,1,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,1455332,0,1,FALSE,TRUE,0.165204064,yes
0.25,0.5,0.666666667,0.5,0.707106781,6,0.75,FALSE,0,0.25,0.5,0.666666667,0.857142857,1398671,1,0,TRUE,FALSE,0.812749952,no
0.4,0.666666667,0.353553391,0.8,0.67936622,4,0.8,FALSE,0,0.516397779,0.516397779,0.666666667,0.666666667,4096577,0,2,FALSE,FALSE,0.377210872,no
0.5,0.5,0.670820393,0.5,0.752617809,4,0.833333333,FALSE,0,0.612372436,0.612372436,0.571428571,0.571428571,6120,0,2,TRUE,TRUE,0.536017781,yes
0.142857143,0.25,0.43643578,0.75,0.471404521,9,1,FALSE,0,0.188982237,0.377964473,0.777777778,0.9,582397,1,3,TRUE,FALSE,0.510646768,yes
0.4,1,0.577350269,0.6,0.721687836,5,0.6,FALSE,0,0.447213595,0.670820393,0.5,0.714285714,4096577,0,1,FALSE,FALSE,0.765626251,no
0,0.5,0,1,0.622543017,10,1,FALSE,0,0,0,1,1,4096889,3,2,FALSE,FALSE,-0.004493353,no
0,0.25,0.204124145,0.888888889,0.568535244,11,1,FALSE,0,0,0.377964473,0.777777778,1,168977,0,3,FALSE,FALSE,0.598240527,no
0.75,0.75,0.666666667,0.5,0.857142857,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096576,0,0,TRUE,FALSE,0.784861417,no
0.8,0.4,0.75,0.4,0.909090909,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,4096580,0,0,TRUE,TRUE,0.87720678,yes
0.75,0.5,0.666666667,0.5,0.916666667,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,4096577,0,0,TRUE,TRUE,0.817621785,yes
0.2,0.4,0,1,0.445435403,6,1,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,103795,3,2,TRUE,FALSE,0.477575154,no
0.8,0.6,0.577350269,0.6,0.797724035,1,0.2,TRUE,0,0.894427191,0.894427191,0.2,0.2,4096576,0,1,FALSE,FALSE,0.996104981,no
0.75,0.75,0.666666667,0.5,0.909090909,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,672478,0,0,TRUE,TRUE,0.997616691,no
0.5,0.666666667,0.40824829,0.75,0.721687836,3,0.75,FALSE,0,0.577350269,0.577350269,0.6,0.6,4096577,0,1,TRUE,FALSE,0.292613347,no
0.4,0.666666667,0.707106781,0.5,0.824957911,4,0.6,FALSE,0,0.516397779,0.774596669,0.4,0.666666667,4096576,0,2,FALSE,FALSE,0.979482147,no
0.166666667,0.75,0.288675135,0.833333333,0.600245048,8,0.833333333,FALSE,0,0.204124145,0.204124145,0.888888889,0.888888889,2163657,3,2,FALSE,FALSE,0.361704466,no
0.75,0.5,1,0,0.957427108,2,0.25,FALSE,0,0.75,1,0,0.4,176175,0,0,TRUE,FALSE,1,yes
0.25,0.333333333,0.40824829,0.75,0.755928946,5,1,FALSE,0,0.288675135,0.577350269,0.6,0.833333333,78598,1,1,FALSE,TRUE,0.736982285,yes
0.285714286,0.333333333,0.316227766,0.833333333,0.63900965,6,0.857142857,FALSE,0,0.43643578,0.43643578,0.75,0.75,1216618,0,4,FALSE,FALSE,0.448750635,no
0.333333333,1,0.5,0.666666667,0.547722558,4,0.666666667,FALSE,0,0.333333333,0.333333333,0.8,0.8,103273,3,0,TRUE,FALSE,0.048388046,no
0.4,0.666666667,0.707106781,0.5,0.824957911,4,0.6,FALSE,0,0.516397779,0.774596669,0.4,0.666666667,4096576,0,2,FALSE,FALSE,0.984819202,no
0.333333333,0.666666667,0.4,0.75,0.480384461,7,1,FALSE,0,0.365148372,0.365148372,0.777777778,0.777777778,777493,3,1,TRUE,TRUE,0.51857859,no
0.6,0.25,0.75,0.4,0.897085227,3,1,FALSE,0,0.670820393,0.670820393,0.5,0.5,177267,1,1,TRUE,TRUE,0.736408285,yes
0,0.5,0.5,0.666666667,0.676123404,5,1,FALSE,0,0,0.40824829,0.75,1,176259,1,1,FALSE,FALSE,0.734035238,yes
0.5,0.5,0.75,0.4,0.783349452,4,0.5,FALSE,0,0.612372436,0.612372436,0.571428571,0.571428571,44550,0,2,FALSE,FALSE,0.945027924,no
0.666666667,0.666666667,0.5,0.666666667,0.836660027,2,0.333333333,FALSE,0,0.666666667,0.666666667,0.5,0.5,4097048,0,0,TRUE,FALSE,0.781600323,no
0.5,0.5,0.338061702,0.8,0.713932893,7,0.875,FALSE,1,0.534522484,0.668153105,0.5,0.636363636,1802169,0,1,TRUE,TRUE,0.92932264,yes
0,0.75,0.288675135,0.833333333,0.487950036,8,1,FALSE,0,0,0.25,0.857142857,1,204507,0,0,FALSE,FALSE,0.290410228,yes
0.75,0.25,0.75,0.4,0.897085227,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,356430,0,0,TRUE,TRUE,0.843177702,yes
0.166666667,0.333333333,0,1,0.422577127,10,1,FALSE,0,0.166666667,0.144337567,0.9,0.909090909,287459,3,0,FALSE,FALSE,0.096301466,no
0.333333333,0.333333333,0.447213595,0.714285714,0.783929496,7,1,FALSE,1,0.365148372,0.730296743,0.428571429,0.777777778,1751405,0,1,TRUE,TRUE,0.898788826,yes
0.25,0.5,0.333333333,0.8,0.667423812,6,0.75,FALSE,0,0.25,0.5,0.666666667,0.857142857,4096589,3,0,TRUE,FALSE,0.820749904,no
0.2,0.666666667,0.288675135,0.833333333,0.612372436,6,1,FALSE,0,0.25819889,0.25819889,0.857142857,0.857142857,2167129,0,2,TRUE,FALSE,0.651409442,no
0.2,0.6,0.353553391,0.8,0.670820393,6,0.8,FALSE,0,0.25819889,0.516397779,0.666666667,0.857142857,272189,0,2,FALSE,FALSE,0.334809286,yes
0.25,1,0.333333333,0.8,0.6172134,5,1,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,6155,0,1,FALSE,TRUE,0.550784775,no
0.666666667,0.5,0.816496581,0.333333333,0.905821627,1,0.333333333,TRUE,0,0.816496581,0.816496581,0.333333333,0.333333333,324000,0,1,FALSE,FALSE,0.998909417,no
0.5,0.25,0.666666667,0.5,0.866666667,4,0.5,FALSE,0,0.5,0.75,0.4,0.666666667,177774,1,0,TRUE,FALSE,0.435652877,no
0.4,0.333333333,0.707106781,0.5,0.866025404,4,0.6,FALSE,0,0.516397779,0.774596669,0.4,0.666666667,398925,0,2,FALSE,FALSE,0.847098462,no
0.5,0.5,0.666666667,0.5,0.717137166,4,0.5,FALSE,0,0.5,0.5,0.666666667,0.666666667,4097049,3,0,TRUE,TRUE,0.448247301,no
0.285714286,0.333333333,0.223606798,0.875,0.730296743,9,1,FALSE,0,0.3086067,0.3086067,0.818181818,0.818181818,611069,3,1,TRUE,TRUE,0.355451291,no
0.25,0.8,0.447213595,0.714285714,0.530330086,9,0.75,FALSE,0,0.316227766,0.316227766,0.818181818,0.818181818,4097050,2,3,FALSE,FALSE,0.520722589,no
0.666666667,0.4,0.670820393,0.5,0.778498944,3,0.666666667,FALSE,0,0.730296743,0.730296743,0.428571429,0.428571429,4096576,0,1,FALSE,FALSE,0.954948342,no
0.75,0.5,0.40824829,0.75,0.9258201,1,0.75,FALSE,0,0.866025404,0.866025404,0.25,0.25,4097051,0,1,TRUE,TRUE,0.854905809,yes
1,0.5,1,0,1,0,0,FALSE,0,1,1,0,0,4096576,0,0,TRUE,TRUE,1,yes
0,0.5,0,1,0.516397779,6,1,FALSE,0,0,0,1,1,752592,1,2,FALSE,FALSE,-0.000930227,no
0.333333333,1,0.447213595,0.714285714,0.526234812,6,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,560651,0,2,TRUE,TRUE,0.560704885,no
0.8,0.4,0.75,0.4,0.916666667,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,4096577,0,0,TRUE,TRUE,0.845163223,yes
0.8,0.4,0.894427191,0.2,0.966091783,1,0.8,FALSE,0,0.894427191,0.894427191,0.2,0.2,2068604,0,1,TRUE,TRUE,0.832307002,no
0.25,0.5,0,1,0.56694671,4,1,FALSE,0,0.353553391,0.353553391,0.8,0.8,4097052,3,2,TRUE,FALSE,0.563810698,no
0,0.5,0.40824829,0.75,0.632455532,6,1,FALSE,0,0,0.353553391,0.8,1,77332,1,2,FALSE,FALSE,0.441035851,no
0.6,0.6,0.5,0.666666667,0.815374248,4,0.4,FALSE,0,0.6,0.6,0.571428571,0.571428571,1880593,0,0,TRUE,TRUE,0.88317965,no
0.5,0.666666667,0.816496581,0.333333333,0.861640437,3,0.5,TRUE,0,0.577350269,0.866025404,0.25,0.6,4096576,0,1,FALSE,FALSE,0.976505477,no
0.125,0.625,0.56694671,0.625,0.666666667,11,1,FALSE,0,0.158113883,0.474341649,0.7,0.916666667,1697052,1,3,FALSE,FALSE,0.649488808,yes
0.25,0.333333333,0.353553391,0.8,0.545544726,5,0.75,FALSE,0,0.288675135,0.288675135,0.833333333,0.833333333,4096845,0,1,FALSE,FALSE,0.414879875,no
0.333333333,0.5,0.5,0.666666667,0.730296743,3,1,FALSE,0,0.40824829,0.40824829,0.75,0.75,177418,1,1,TRUE,FALSE,0.025247152,yes
0.166666667,0.833333333,0.223606798,0.875,0.554700196,9,1,FALSE,0,0.182574186,0.365148372,0.777777778,0.9,1093589,1,1,FALSE,FALSE,0.450413438,yes
0,0.5,0,1,0.77151675,5,1,FALSE,0,0,0.40824829,0.75,1,885144,0,1,FALSE,FALSE,0.833748261,no
0.25,0.25,0.666666667,0.5,0.75,6,0.75,FALSE,0,0.25,0.5,0.666666667,0.857142857,176693,1,0,TRUE,FALSE,0.080102992,no
1,0.5,1,0,1,0,0,FALSE,0,1,1,0,0,4096576,0,0,TRUE,TRUE,1,yes
0.8,0.4,0.75,0.4,0.909090909,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,2170800,0,0,FALSE,TRUE,0.999386065,no
0,0.5,0.353553391,0.8,0.577350269,6,1,FALSE,0,0,0.353553391,0.8,1,2172035,0,2,FALSE,FALSE,0.693205311,no
0.8,0.6,0.670820393,0.5,0.888888889,2,0.2,FALSE,0,0.8,0.8,0.333333333,0.333333333,1917817,0,0,TRUE,TRUE,0.949005549,yes
0.75,0.5,0.666666667,0.5,0.824957911,2,0.25,FALSE,0,0.75,0.75,0.4,0.4,28350,0,0,FALSE,TRUE,0.999895854,no
